㐀	⿱⿰↔⺊⺊一
𪉡	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱𠂉⿻几一
𪉢	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿳八𠆢十
𪉣	⿱⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶豆
𪉤	⿸⺶⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪉥	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱𠂉母
𪉦	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⺈臼
𪉧	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱火火
𪉨	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱日日
𪉩	⿱⿰土⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶皿
𪉪	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿻三人⿻二丨
𪉫	⿳⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶口⿱口十
𪉬	⿱⿸⺶乚⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪉭	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿳田一
𪉮	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿻三人⿱一大
𪉯	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿺𠃊八
𪉰	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿰⺝刂
𪉱	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿸户⿵冂⿻一⿰丨丨
𪉲	⿱⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱日⿱口十
𪉳	⿱⿵⿰丿戈⿱一口⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪉴	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿴⿱⿻一⿰丨丨一一木
𪉵	⿱⿸⺶工⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪉶	⿱⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶古皿
𪉷	⿱⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱日⿱⿶凵口亅
𪉸	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱日皿
𪉹	⿰土⿳𠂉⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶皿
𪉺	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿸⿳亠丷厂生
𪉻	⿰⿱山⿱宀示⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪉼	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱宀⿰耳又
𪉽	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿳日罒又
𪉾	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿰⿱𠂉母攵
𪉿	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿰⿱乛耳攵
𪊀	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿹⿱⿱乛丶⿱乛亅㇒⿵冂⿱八口
𪊁	⿱⿻⿱㇒丨⿱从从⿸厂⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶
𪊂	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿰⿱一大⿱一大日
𪊃	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱山鬼
𪊄	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿵⿰丿戈⿱一口心
𪊅	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱林示
𪊆	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿲丿二丨
𪊇	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿰⿷匚⿳丨丨⿱𠂉丶皿
𪊈	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱⿻⿱㇒丨⿱从从⿸⿱一丿工
𪊉	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿳亠⿱罒⿴丨𧘇
𪊊	⿰⿱⺊⿴囗⿻㐅⿳丶⿰丶丶丶⿱亠⿳吅⿱⿻⿱一一⿰丨丨一𧘇
𪊋	⿰鹿几
𪊌	⿸鹿九
𪊍	⿸鹿巳
𪊎	⿸鹿夊
𪊏	⿸鹿犬
𪊐	⿸鹿⿻二人
𪊑	⿸鹿⿱一廾
𪊒	⿸鹿⺝
𪊓	⿸鹿文
𪊔	⿰鹿⿱一⿱一⿰丿丨
𪊕	⿸鹿比
𪊖	⿰鹿勿
𪊗	⿸鹿手
𪊘	⿸鹿𧘇
𪊙	⿰鹿文
𪊚	⿸鹿巴
𪊛	⿸鹿⿰幺力
𪊜	⿸鹿⿻木一
𪊝	⿰鹿⿺⿸⿻一丿又丶
𪊞	⿸鹿石
𪊟	⿰鹿生
𪊠	⿱⿰匕鹿
𪊡	⿰鹿⿹勹巳
𪊢	⿸鹿矢
𪊣	⿸鹿目
𪊤	⿸鹿⿷匚
𪊥	⿸鹿⿱一⿱日一
𪊦	⿸鹿⿴囗大
𪊧	⿸鹿⿱土土
𪊨	⿸鹿⿱匕日
𪊩	⿸鹿⿻⿳一⿻一⿰丨丨一丨
𪊪	⿸鹿⿸⿸⿱㇒丿一口
𪊫	⿸鹿⿱一⿱㇒⿵冂⿰丨丨
𪊬	⿸鹿衣
𪊭	⿰鹿⿱㐅⿸⿻一丿厶
𪊮	⿸鹿羽
𪊯	⿸鹿⿰牜匕
𪊰	⿸鹿自
𪊱	⿸鹿⿱㐅⿸⿻一丿厶
𪊲	⿸鹿⿱夂口
𪊳	⿸鹿⿱亠⿻⿰丿亅八
𪊴	⿸鹿⿳厶八夊
𪊵	⿸鹿⿳一巛工
𪊶	⿰鹿⿺廴⿱㇒土
𪊷	⿰鹿⿱⿻土㇒子
𪊸	⿰鹿⿱𠆢⿱一⿻⿻一亅八
𪊹	⿸鹿⿰且力
𪊺	⿰鹿⿱文口
𪊻	⿸鹿⿱皿八
𪊼	⿸鹿⿴囗斤
𪊽	⿱鹿⿴囗木
𪊾	⿸鹿貝
𪊿	⿸鹿谷
𪋀	⿸鹿車
𪋁	⿸鹿豕
𪋂	⿸鹿⿰牜土
𪋃	⿸鹿⿰冫⿱口儿
𪋄	⿸鹿⿰耳又
𪋅	⿸鹿⿱宀⿰夕㔾
𪋆	⿸鹿⿱日比
𪋇	⿸鹿隹
𪋈	⿸鹿⿰弓⿱⿰㇒乛小
𪋉	⿸鹿雨
𪋊	⿸鹿⿻日木
𪋋	⿰鹿⿱丷⿱一廾
𪋌	⿰鹿⿱⿱亠从十
𪋍	⿰⿱巛田鹿
𪋎	⿸鹿⿻山⿰幺幺
𪋏	⿸鹿⿱⿻土㇒日
𪋐	⿸鹿⿱⿱一⿱㇒⿵冂⿰丨丨大
𪋑	⿰鹿⿱⿻土㇒日
𪋒	⿰鹿⿱禾日
𪋓	⿸鹿⿲口口口
𪋔	⿸鹿⿱⿱亠日小
𪋕	⿸鹿⿴𦥑又
𪋖	⿰鹿風
𪋗	⿸鹿⿺辶米
𪋘	⿱⿰⿱一⿻冂人⿱一⿻冂人鹿
𪋙	⿸鹿⿰⿸厂巾⿸厂巾
𪋚	⿸鹿⿰立⿱⿵𠆢丶⿱乛丶
𪋛	⿸鹿⿱艹⿱日十
𪋜	⿸鹿⿻⿻日丨⿱⿱艹一一
𪋝	⿸鹿⿺辶束
𪋞	⿰鹿鳥
𪋟	⿰鹿⿱立⿱日十
𪋠	⿸鹿⿱日⿻日土
𪋡	⿰鹿⿳⿱⿻⿰丨丨丷一䒑⿻二人
𪋢	⿸鹿⿰豕目
𪋣	⿸鹿⿱⿱一⿱㇒⿵冂⿰丨丨⿱一⿱㇒⿵冂⿰丨丨
𪋤	⿱⿲木⿱㐅乂木鹿
𪋥	⿸鹿⿱⿱日一⿻日土
𪋦	⿸鹿⿱吅吅
𪋧	⿸鹿⿰身矢
𪋨	⿱分⿱⿰⿱一⿵冂丶⿱一⿵冂丶鹿
𪋩	⿸鹿⿱禾⿱𠆢⿴亅
𪋪	⿸鹿⿱雨⿱⿵𠆢丶⿱乛丶
𪋫	⿰鹿⿱⿱⿻⿰丨丨丷一⿱䒑⿻一木
𪋬	⿸鹿⿸虍⿱口⿱一大
𪋭	⿰⿱⿰⿱一⿵冂丶⿱一⿵冂丶鹿⿱⿵𠆢丶⿱乛丶
𪋮	⿸鹿⿳⿴𦥑一八
𪋯	⿸鹿⿱雨⿱一⿱㇒⿵冂⿰丨丨
𪋰	⿸鹿⿱罒⿱⿻土㇒日
𪋱	⿸鹿⿱𦥑豕
𪋲	⿰鹿⿱⿱火火⿰夕⿻⿱一𠃋丨
𪋳	⿸鹿⿱雨⿱一⿱一⿱⿻⿰丨丨丷一
𪋴	⿰鹿⿵⿰丿⺄⿱一鳥
𪋵	⿸鹿⿰⿱⿰冫⿰亅⿱⿰冫⿰亅
𪋶	⿰鹿⿱雨⿲口口口
𪋷	⿰鹿⿳米罒⿰夕⿻⿱一𠃋丨
𪋸	⿰鹿⿱山⿱隹⿵冂⿱八口
𪋹	⿸鹿⿱吅⿸厂⿰⿱乛耳攵
𪋺	⿸鹿⿺鬼⿱雨⿱一⿱㇒⿵冂⿰丨丨
𪋻	⿱⿱鹿⿰鹿鹿土
𪋼	⿰麥匕
𪋽	⿰麥⿱一㇉
𪋾	⿰麥力
𪋿	⿺麥卜
𪌀	⿰麥⿱乛亅
𪌁	⿰麥⿱亠𠃊
𪌂	⿰麥⿱㇒〾⿻乚一
𪌃	⿰麥干
𪌄	⿰麥巳
𪌅	⿰麥⿻冂人
𪌆	⿰麥⿸⿱㇒丿又
𪌇	⿰麥⿳𠂉一⺄
𪌈	⿰麥比
𪌉	⿰麥⿻十⺀
𪌊	⿰麥⿻人
𪌋	⿰麥⿻一⿻凵乚
𪌌	⿰麥火
𪌍	⿰麥斤
𪌎	⿰麥木
𪌏	⿰麥攴
𪌐	⿰麥手
𪌑	⿰麥攵
𪌒	⿰麥欠
𪌓	⿰麥殳
𪌔	⿰麥目
𪌕	⿰麥⿱刀口
𪌖	⿰麥⿷匚
𪌗	⿰麥禾
𪌘	⿰麥⿱丶王
𪌙	⿰麥⿰丿戈
𪌚	⿰麥⿱厶廾
𪌛	⿰⿱⿻土一夊⿰丨⿱
𪌜	⿺麥生
𪌝	⿺麥⿰𠄌戈
𪌞	⿰麥⿻王丶
𪌟	⿰麥⿸⿱𠂉丨二
𪌠	⿰麥⿱又山
𪌡	⿰麥宂
𪌢	⿰麥⿵冂⿱一口
𪌣	⿰麥⿱夂口
𪌤	⿰麥⿱㇒⿰丨⿱
𪌥	⿰麥⿱⿱八厶厶
𪌦	⿺麥⿴囗口
𪌧	⿰麥⿱士口
𪌨	⿰⿱山尸麥
𪌩	⿰麥舌
𪌪	⿰麥⿻儿
𪌫	⿰麥多
𪌬	⿰麥米
𪌭	⿰麥⿱口⺝
𪌮	⿰麥⿰氵少
𪌯	⿰麥⿱⺌⺝
𪌰	⿰麥⿱子
𪌱	⿰麥⿰禾刂
𪌲	⿱𦥑麥
𪌳	⿰麥⿱爫寸
𪌴	⿺麥⿻从土
𪌵	⿰麥⿺⿻一⿰冫⿰亅丶
𪌶	⿰麥束
𪌷	⿰麥⿱止𣥂
𪌸	⿰麥⿱口牛
𪌹	⿰麥⿱㐅⿸⿻一丿巾
𪌺	⿰麥⿸⿻丿口
𪌻	⿰麥⿱⿱乛丶⿵⺆⿻二丨
𪌼	⿰麥⿹勹缶
𪌽	⿰麥⿱日比
𪌾	⿰麥⿱夂田
𪌿	⿰麥⿱⿱⿵𠆢丶乛心
𪍀	⿰麥⿱八
𪍁	⿰麥⿴囗禾
𪍂	⿰麥⿱穴工
𪍃	⿰麥⿱勿心
𪍄	⿰麥⿱⿰冫⿰亅
𪍅	⿰麥⿱亠⿰亻⿴夂丶
𪍆	⿰麥⿰禾
𪍇	⿰麥隹
𪍈	⿰麥⿱⺊⿱日十
𪍉	⿰麥⿱少少
𪍊	⿺麥⿱⿻土一𧘇
𪍋	⿰麥⿱艹少
𪍌	⿰麥⿵⿱冂口
𪍍	⿰麥⿱⿰⺝刂
𪍎	⿰麥⿰禾⿻十⺀
𪍏	⿰麥⿱⺈貝
𪍐	⿰麥⿱⿻⿱⿻一⿰丨丨一𠃊木
𪍑	⿰麥⿱丷酉
𪍒	⿰麥⿰古月
𪍓	⿱⿰⿹⿱⿱乛丶⿱乛亅㇒攵麥
𪍔	⿰麥⿱巛⿸⿰𠄌𫜹
𪍕	⿰麥⿱⺊貝
𪍖	⿺麥⿱水生
𪍗	⿰麥⿰禾火
𪍘	⿰麥⿰⿹⿱⿱乛丶⿱乛亅㇒攵
𪍙	⿰麥⿱䒑⿱⿻土㇒匕
𪍚	⿰麥⿱⿹⿱⿱乛丶⿱乛亅㇒木
𪍛	⿰麥⿸尸⿱⺌⺝
𪍜	⿰麥⿱⿱㇒⿴囗㐅比
𪍝	⿰麥⿱日皿
𪍞	⿰麥⿰亻⿱夂田
𪍟	⿰麥⿱糸
𪍠	⿱⿰⿳士冖一殳麥
𪍡	⿰麥⿱⿺⿻十⺝丶寸
𪍢	⿺麥⿰⿳士冖一殳
𪍣	⿰麥⿱⿻⿱⿻口一口丨女
𪍤	⿰麥⿱艹⿱日大
𪍥	⿰麥⿰⿱⿳士冖一几殳
𪍦	⿰麥⿺辶車
𪍧	⿱⿰方⿱𠂉⿱乛⿺人⺊麥
𪍨	⿰麥⿱巛⿻日木
𪍩	⿰麥⿳日罒又
𪍪	⿰麥⿻⿻日丨⿱⿱艹一一
𪍫	⿱⿰⿹⿱⿱乛丶⿱乛亅㇒⿱夂巾麥
𪍬	⿰麥⿱艹⿰氵少
𪍭	⿰麥⿱日豕
𪍮	⿰麥⿰⿱⿻土一⿰丿𠃌攵
𪍯	⿰麥⿱田糸
𪍰	⿰麥⿻⿱㇒十⿱从从
𪍱	⿱⿰⿱士⿻尸丨殳⿱⿻大从夊
𪍲	⿰麥⿱⿰⿻二人⿻二人日
𪍳	⿰麥⿰阝⿱⿸⿻一丿工⺝
𪍴	⿰麥⿱米⿰夕⿻⿱一𠃋丨
𪍵	⿰麥⿱⿱一⿻口⿰丨丨⿱日十
𪍶	⿰麥⿳羊䒑口
𪍷	⿰麥⿱⿱⿱㇒大口⿵冂口
𪍸	⿰麥⿸虍豕
𪍹	⿰麥⿱罒⿹勹虫
𪍺	⿰麥⿳罒⿱一口𧘇
𪍻	⿰⿱⿱口吅木麥
𪍼	⿰麥⿱⿱巾口
𪍽	⿰麥⿱⿱口吅木
𪍾	⿱⿰⿱出方攵麥
𪍿	⿰麥⿸广⿳⿱⿻一⿰丨丨一由八
𪎀	⿰麥⿱⿻⿱㇒丨⿱从从⿸⿱一丿工
𪎁	⿱⿰⿱立⺝麥
𪎂	⿰麥⿰⿻木从⿻木从
𪎃	⿱⿱艹⿰⿱㇒⿰丨⿱辛麥
𪎄	⿰麥⿱艹⿰氵⿱⿺⿻十⺝丶寸
𪎅	⿰麥⿱艹⿰阝⿸⿳亠丷厂生
𪎆	⿰麥⿱罒⿰糹隹
𪎇	⿱⿰⿶臼⿱⿱⿻⿰丨丨丷一⿱丷干殳⿳⿻十从𠆢夊
𪎈	⿰⿱⿻土一夊⿺⿻㇐㇂丶
𪎉	⿰⿱⿻土一夊⿸⿵冂丿乚
𪎊	⿰⿱⿻土一夊少
𪎋	⿰⿱⿻土一夊⿱⺊口
𪎌	⿰⿱⿻土一夊⿻⿻一木丷
𪎍	⿺⿻三夂卜
𪎎	⿺？⿱⿱一丿⿴囗口
𪎏	⿺⿱⿻土一夊⿱宀示
𪎐	⿺⿱⿻土一夊⿳⿻⿱⿻一⿰丨丨一儿冖巾
𪎑	⿸⿸广林几
𪎒	⿸⿸广林⿵几丶
𪎓	⿰彳⿸广林
𪎔	⿸⿸广林弓
𪎕	⿸⿸广林分
𪎖	⿸⿸广林火
𪎗	⿸⿸广林日
𪎘	⿰⿸广林攴
𪎙	⿸⿸广林⿱一廾
𪎚	⿰⿸广林手
𪎛	⿸⿸广林⿰夕㔾
𪎜	⿸⿸广林⿻日乚
𪎝	⿸⿸广林⿻木一
𪎞	⿸⿸广林⿻⿱冂一人
𪎟	⿸⿸广林田
𪎠	⿸⿸广林多
𪎡	⿰⿸广林⿰㇒⿻一木
𪎢	⿸⿸广林⿱一⿻儿口
𪎣	⿸⿸广林⿱亠⿱厶⿲丿丨乚
𪎤	⿱⿰氵⿱㇒大⿸广林
𪎥	⿰⿸广林⿱日勿
𪎦	⿸⿸广林林
𪎧	⿸⿸广林⿱日勿
𪎨	⿱⿱⿰⺝刂⿸广林
𪎩	⿸⿸广林⿵⿱冂口
𪎪	⿸⿸广林⿱⿹勹⿻凵丿⿹勹⿻凵丿
𪎫	⿸⿸⿸广林非人
𪎬	⿸⿸广林⿱比貝
𪎭	⿸⿸广林⿱禾⿱𠆢⿴亅
𪎮	⿸⿸⿸广林非手
𪎯	⿸⿸广林⿱⿱⿻口丨一貝
𪎰	⿰⿸广林⿱⿱十廾貝
𪎱	⿰⿸广林⿱雨⿱一⿱㇒⿵冂⿰丨丨
𪎲	⿱⿰⿶臼⿱⿱⿻⿰丨丨丷一⿱丷干殳⿸广林
𪎳	⿰⿱⿱⿻一⿰丨丨一⿳一由八又
𪎴	⿰⿳⿱⿻一⿰丨丨一由八
𪎵	⿰⿳⿱⿻一⿰丨丨一由八⿱亠几
𪎶	⿰⿳⿱⿻一⿰丨丨一由八⿻一⿻凵乚
𪎷	⿰⿳⿱⿻一⿰丨丨一由八毛
𪎸	⿰⿳⿱⿻一⿰丨丨一由八⿱冖几
𪎹	⿰⿳⿱⿻一⿰丨丨一由八⿱一⿱一儿
𪎺	⿰⿳⿱⿻一⿰丨丨一由八⿻斤丶
𪎻	⿰⿳⿱⿻一⿰丨丨一由八⿱⿱乛水一
𪎼	⿰⿵冂⿱一口⿳⿱⿻一⿰丨丨一由八
𪎽	⿰⿳⿱⿻一⿰丨丨一由八⿱亠⿱厶儿
𪎾	⿰⿳⿱⿻一⿰丨丨一由八舌
𪎿	⿰⿳⿱⿻一⿰丨丨一由八⿱一⿱㇒⿵冂⿰丨丨
𪏀	⿰⿳⿱⿻一⿰丨丨一由八⿱⿱一厶土
𪏁	⿰⿳⿱⿻一⿰丨丨一由八⿱亠⿱八乂
𪏂	⿰⿳⿱⿻一⿰丨丨一由八⿱干火
𪏃	⿰⿱⿱⿻一⿰丨丨一⿳一由八⿱⿱一⿻一亅火
𪏄	⿰⿱⿱⿻一⿰丨丨一⿳一由八豆
𪏅	⿰⿳⿱⿻一⿰丨丨一由八⿳一巛工
𪏆	⿰⿳亠口子⿳⿱⿻一⿰丨丨一由八
𪏇	⿰⿳⿱⿻一⿰丨丨一由八⿹戈⿱口一
𪏈	⿰⿳⿱⿻一⿰丨丨一由八⿱⿱⿻一⿰丨丨一日
𪏉	⿰⿳⿱⿻一⿰丨丨一由八⿱宀⿱一⿺人⺊
𪏊	⿰⿳⿱⿻一⿰丨丨一由八⿱戈戈
𪏋	⿰⿳⿱⿻一⿰丨丨一由八⿱火火
𪏌	⿰⿳⿱⿻一⿰丨丨一由八隹
𪏍	⿰⿰月⿱八几⿳⿱⿻一⿰丨丨一由八
𪏎	⿰⿵⺆⿱土口⿱⿱⿻一⿰丨丨一⿳一由八
𪏏	⿰⿳⿱⿻一⿰丨丨一由八⿸虍丁
𪏐	⿰⿳⿱⿻一⿰丨丨一由八虎
𪏑	⿰⿱白巾⿳⿱⿻一⿰丨丨一由八
𪏒	⿰⿱⿱㇒⿻日丿十⿳⿱⿻一⿰丨丨一由八
𪏓	⿰⿱白王⿳⿱⿻一⿰丨丨一由八
𪏔	⿰⿳⿱⿻一⿰丨丨一由八頁
𪏕	⿰⿳⿱⿻一⿰丨丨一由八⿱冖車
𪏖	⿰⿳⿱⿻一⿰丨丨一由八⿱巳⿱一⿱㇒⿵冂⿰丨丨
𪏗	⿰⿳⿱⿻一⿰丨丨一由八⿸户⿵冂⿻一⿰丨丨
𪏘	⿰⿳⿱⿻一⿰丨丨一由八⿳㇒車一
𪏙	⿰⿱⿳士冖一⿳⿱⿻一⿰丨丨一由八殳
𪏚	⿰⿳⿱⿻一⿰丨丨一由八⿱口貝
𪏛	⿰⿳⿱⿻一⿰丨丨一由八⿰⿱厶⺝⿱匕匕
𪏜	⿰⿱丶王⿰⿳⿱⿻一⿰丨丨一由八⿱丶王
𪏝	⿰⿳⿱⿻一⿰丨丨一由八⿹灬
𪏞	⿰⿳⿱⿻一⿰丨丨一由八⿻⿹戈⿱口一⿱㇒㇒
𪏟	⿰⿳⿱⿻一⿰丨丨一由八⿱艹⿱日大
𪏠	⿰⿳⿱⿻一⿰丨丨一由八⿱角水
𪏡	⿰⿳⿱⿻一⿰丨丨一由八⿰訁⿻十⺀
𪏢	⿰⿳⿱⿻一⿰丨丨一由八⿸广⿻⿰冫⿰亅
𪏣	⿰⿳⿱⿻一⿰丨丨一由八⿱⿷匚⿱一⿱㇒⿵冂⿰丨丨
𪏤	⿰⿳⿱⿻一⿰丨丨一由八⿱⿹戈⿱口一心
𪏥	⿰⿱艹⿳⿱⿻一⿰丨丨一由八
𪏦	⿰⿳⿱⿻一⿰丨丨一由八⿱禾⿱𠆢⿴亅
𪏧	⿰⿳⿱⿻一⿰丨丨一由八⿱羽⿱𠆢⿴亅
𪏨	⿰⿳⿱⿻一⿰丨丨一由八⿱⿻口⿻一⿰丨丨豆
𪏩	⿰⿳⿱⿻一⿰丨丨一由八⿱⿱山⿱一⿱㇒⿵冂⿰丨丨火
𪏪	⿰⿳⿱⿻一⿰丨丨一由八⿸广⿳⿱⿻一⿰丨丨一由八
𪏫	⿰⿳⿱⿻一⿰丨丨一由八⿱出⿱⿱一⿻口⿰丨丨示
𪏬	⿺⿱一⿱⿱⿴𦥑⿱㐅乂冖⿳⿱⿻一⿰丨丨一由八
𪏭	⿱⿰禾刂⿱𠆢⿴亅
𪏮	⿰⿱禾⿱𠆢⿴亅女
𪏯	⿰⿱禾⿱𠆢⿴亅
𪏰	⿱⿱禾⿱𠆢⿴亅日
𪏱	⿰⿱禾⿱𠆢⿴亅⿱八⿱一㇉
𪏲	⿰⿱禾⿱𠆢⿴亅⿻丨
𪏳	⿰⿱禾⿱𠆢⿴亅⿱一⿱一
𪏴	⿰⿱禾⿱𠆢⿴亅斤
𪏵	⿰⿱禾⿱𠆢⿴亅勿
𪏶	⿰⿱禾⿱𠆢⿴亅⿹勹巳
𪏷	⿱⿰女又⿱禾⿱𠆢⿴亅
𪏸	⿰⿱禾⿱𠆢⿴亅⿸尸匕
𪏹	⿰⿱禾⿱𠆢⿴亅⿻⿱㇒⿻一亅丷
𪏺	⿰⿱禾⿱𠆢⿴亅⿻心㇒
𪏻	⿰⿱禾⿱𠆢⿴亅古
𪏼	⿰⿱禾⿱𠆢⿴亅⿱力女
𪏽	⿱⿱禾⿱𠆢⿴亅⿴⿱⿻一⿰丨丨一一
𪏾	⿰⿱禾⿱𠆢⿴亅⿱⿻㇉丿女
𪏿	⿰⿱禾⿱𠆢⿴亅⿰㇒⿻一木
𪐀	⿰⿱禾⿱𠆢⿴亅多
𪐁	⿰⿱禾⿱𠆢⿴亅⿱⿹刀㇒心
𪐂	⿰⿱禾⿱𠆢⿴亅⿱⿻丷⿻二人㔾
𪐃	⿰⿱禾⿱𠆢⿴亅⿱⿻三人⿻二丨
𪐄	⿰⿱禾⿱𠆢⿴亅⿱⿱㇒⿻日丿十
𪐅	⿱⿰禾⿱禾⿱𠆢⿴亅
𪐆	⿰⿱禾⿱𠆢⿴亅⿻丨⿱丷
𪐇	⿰⿱禾⿱𠆢⿴亅⿱⿱⺊口心
𪐈	⿰⿱禾⿱𠆢⿴亅⿳㇒車一
𪐉	⿰⿱禾⿱𠆢⿴亅⿰古月
𪐊	⿰⿱禾⿱𠆢⿴亅⿱⿸⿻一丿口心
𪐋	⿰⿱禾⿱𠆢⿴亅⿱丷⿻⿳一八⿰丨丨
𪐌	⿰⿱禾⿱𠆢⿴亅⿷匚⿱艹⿸⿻一丿口
𪐍	⿰⿱禾⿱𠆢⿴亅⿺辶車
𪐎	⿰⿱禾⿱𠆢⿴亅⿸广林
𪐏	⿰⿱禾⿱𠆢⿴亅⿳亠丷⿵冂古
𪐐	⿰⿱禾⿱𠆢⿴亅⿱禾⿱𠆢⿴亅
𪐑	⿰⿱禾⿱𠆢⿴亅⿱山⿱⿱亠⿶凵㐅⿻冂厶
𪐒	⿰⿱⿱禾⿱𠆢⿴亅日⿱⿱𠂉日夊
𪐓	⿰⿱禾⿱𠆢⿴亅⿱束束
𪐔	⿰⿱禾⿱𠆢⿴亅⿺辶⿱⿱⿻口丨一貝
𪐕	⿱⿰⿱士⿻尸丨殳⿱⿱禾⿱𠆢⿴亅⿴⿱⿻一⿰丨丨一一
𪐖	⿰⿱禾⿱𠆢⿴亅⿰⿱立⺝
𪐗	⿱⿻⿴囗丨丷⿱火火
𪐘	⿰黑乙
𪐙	⿰黑卜
𪐚	⿰黑⿱一㇉
𪐛	⿰黑刀
𪐜	⿰黑⿱𠂉乙
𪐝	⿰黑大
𪐞	⿰黑⿱㇒〾⿻乚一
𪐟	⿰黑
𪐠	⿰黑
𪐡	⿱大黑
𪐢	⿰黑士
𪐣	⿰黑子
𪐤	⿰黑⿺⿸⿻一丿乚丶
𪐥	⿰黑⿵大丶
𪐦	⿰黑⿱亠几
𪐧	⿰黑⿱⿱乛丶⿱乛亅
𪐨	⿰黑⿱冖几
𪐩	⿰黑火
𪐪	⿰黑⿱口一
𪐫	⿰黑攵
𪐬	⿰黑⿱一⿱一儿
𪐭	⿰黑⿱八⿱一㇉
𪐮	⿰黑殳
𪐯	⿰黑⿹勹厶
𪐰	⿱文黑
𪐱	⿰黑⿱𠆢⿰丿丨
𪐲	⿰黑⿱𠆢彡
𪐳	⿰黑⿱𠆢小
𪐴	⿰黑⿱丶王
𪐵	⿰黑且
𪐶	⿰黑⿰𠄌戈
𪐷	⿰黑⿱亠幺
𪐸	⿰黑⿱⿵𠆢丶⿱乛丶
𪐹	⿰黑⿱山⿹𠄎丿
𪐺	⿱黑禾
𪐻	⿰黑⿰亻寸
𪐼	⿰黑⿹勹巳
𪐽	⿰出黑
𪐾	⿱黑⿰亻士
𪐿	⿰黑⿱夂⿻⿱一𠃋丨
𪑀	⿰黑⿸⿻一丿火
𪑁	⿰黑⿰亻⿻丿
𪑂	⿰黑⿱㐅木
𪑃	⿰黑⿻冂⿻一⿰丨丨
𪑄	⿰黑⿱𠂉
𪑅	⿰黑⿱⿱一厶
𪑆	⿰黑⿵⿰丿戈丶
𪑇	⿰黑合
𪑈	⿰黑見
𪑉	⿰黑⿱⿱一火又
𪑊	⿰黑⿱⺌⺝
𪑋	⿰黑⿱爫寸
𪑌	⿰黑谷
𪑍	⿰黑⿸尸⿱几几
𪑎	⿰黑⿱冖且
𪑏	⿰黑⿱𠆢⿱一⿻⿻一亅八
𪑐	⿰⿸尸毛黑
𪑑	⿰黑⿰口⿱⿵𠆢丶乛
𪑒	⿰黑⿳亠口子
𪑓	⿰黑⿱火火
𪑔	⿰黑⿱⿰冫⿰亅
𪑕	⿰黑⿱氏日
𪑖	⿰黑⿱大⿱十廾
𪑗	⿰黑⿱立女
𪑘	⿰黑⿱⿻一厶木
𪑙	⿰黑金
𪑚	⿰黑⿻木从
𪑛	⿰⿳山一黑攵
𪑜	⿰黑⿰矢口
